"Entidade";"Número/Ano Obra";"Número/Ano Intervenção";"Nome Empresa";"CPF/CNPJ";"Valor Total";"Descrição";"Data de Cadastro";"Data de Início";"Previsão Conclusão";"Percentual Conclusão (%)";"Situação"
"MUNICÍPIO DE CASCAVEL";"40 / 2019";"40 / 2019";"A.G.O ENGENHARIA DE OBRAS LTDA";"03.718.826/0001-89";"195548.0000";"CP 7-2019 (LINHA PEROBA) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"25/09/2019";"25/09/2019";"22/03/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"29 / 2020";"29 / 2020";"CS ENGENHARIA LTDA";"04.484.402/0001-60";"365820.2100";"CP 2-2020 - PAVIMENTAÇÃO DE VIAS URBANAS - AV. AMAZÔNIA";"22/05/2020";"22/05/2020";"19/08/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"41 / 2019";"41 / 2019";"A.G.O ENGENHARIA DE OBRAS LTDA";"03.718.826/0001-89";"154811.6400";"CP 7-2019 (JANGADINHA) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"25/09/2019";"25/09/2019";"22/03/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"43 / 2019";"43 / 2019";"RODAMOTRIZ COMÉRCIO DE PEÇAS LTDA";"82.374.646/0001-01";"93747.5000";"CP 7-2019 (BOI PICUÁ) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"25/09/2019";"25/09/2019";"22/01/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"45 / 2019";"45 / 2019";"RODAMOTRIZ COMÉRCIO DE PEÇAS LTDA";"82.374.646/0001-01";"199806.6000";"CP 7-2019 (ESTRADA SAPUCAIA) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"24/09/2019";"24/09/2019";"20/05/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"51 / 2020";"51 / 2020";"PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10";"1080490.7900";"TP 4-2020 - PAVIMENTAÇÃO DE VIAS URBANAS - DISTRITO DE RIO DO SALTO";"27/07/2020";"27/07/2020";"23/11/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"47 / 2019";"47 / 2019";"EURO TERRAPLANAGEM EIRELI";"13.979.826/0001-96";"140502.4200";"CP 7-2019 (COLÔNIA BARREIRO) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"24/09/2019";"24/09/2019";"21/01/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"51 / 2019";"51 / 2019";"RODAMOTRIZ COMÉRCIO DE PEÇAS LTDA; RODAMOTRIZ COMÉRCIO DE PEÇAS LTDA";"82.374.646/0001-01; 82.374.646/0001-01";"93167.9700";"CP 7-2019 (MARION-BARZOTTO) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"30/09/2019";"30/09/2019";"26/02/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"54 / 2019";"54 / 2019";"PAULO ROBERTO KRAUSE OBRAS - ME";"14.056.615/0001-44";"49545.0000";"CP 7-2019 (ESCOLAR RIO BONITO) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"04/10/2019";"07/10/2019";"03/02/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"30 / 2020";"30 / 2020";"CS ENGENHARIA LTDA";"04.484.402/0001-60";"545969.4000";"CP 1-2020 - PAVIMENTAÇÃO DE VIAS URBANAS - RUA FLAMBOYANT";"03/06/2020";"03/06/2020";"31/08/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"75 / 2020";"75 / 2020";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"31899.3100";"TP 10-2020 (LOTE 08) - ILUMINAÇÃO PÚBLICA - READEQUAÇÃO DE REDE";"26/10/2020";"29/10/2020";"25/02/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"24 / 2020";"24 / 2020";"PROENERG ENGENHARIA LTDA";"02.586.175/0001-58";"751408.4900";"CP 25-2019 (LOTE 01) - REURBANIZAÇÃO DA AV. GRALHA AZUL";"24/04/2020";"24/04/2020";"22/07/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"25 / 2020";"25 / 2020";"PROENERG ENGENHARIA LTDA; PROENERG ENGENHARIA LTDA";"02.586.175/0001-58; 02.586.175/0001-58";"571975.8800";"CP 25-2019 (LOTE 02) - REURBANIZAÇÃO DA AV. INTERLAGOS";"24/04/2020";"24/04/2020";"22/07/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"26 / 2020";"26 / 2020";"PROENERG ENGENHARIA LTDA; PROENERG ENGENHARIA LTDA";"02.586.175/0001-58; 02.586.175/0001-58";"1211808.7500";"CP 25-2019 (LOTE 03) - REURBANIZAÇÃO DA AV. PAPAGAIOS";"24/04/2020";"24/04/2020";"20/10/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"12 / 2020";"12 / 2020";"CONSTRUTORA GUILHERME LTDA; CONSTRUTORA GUILHERME LTDA";"00.220.057/0001-04; 00.220.057/0001-04";"14292183.4400";"CP 19-2019 - INSTALAÇÃO DE NOVOS ABRIGOS DE ÔNIBUS COM CALÇADAS";"17/02/2020";"17/02/2020";"14/08/2020";"72.34";"Paralisada/Suspensa"
"MUNICÍPIO DE CASCAVEL";"33 / 2020";"33 / 2020";"PRADO & PRADO LTDA";"23.153.183/0001-80";"3151464.1200";"CP 6-2020 - PAVIMENTAÇÃO DE VIAS URBANAS - RUA ITÁLIA E RUA MÁRIO K. KATO";"10/06/2020";"10/06/2020";"04/02/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"46 / 2020";"46 / 2020";"CONSTRUTORA VALENTINI BUZANELO LTDA";"35.915.322/0001-45";"21829.5500";"TP 1-2020 (LOTE 07) - CISTERNAS ELEVADAS - ESCOLA MUNICIPAL ADEMIR C. BARBOSA";"02/07/2020";"02/07/2020";"31/07/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"52 / 2020";"52 / 2020";"PEDREIRA RIO QUATI LTDA";"82.658.253/0001-11";"1483277.3300";"TP 5-2020 - PAVIMENTAÇÃO DE VIAS URBANAS - DISTRITO DE JUVINÓPOLIS";"27/07/2020";"27/07/2020";"22/01/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"36 / 2020";"36 / 2020";"CONSTRUTORA DINÂMICA LTDA - EPP";"13.345.161/0001-69";"47092.7000";"TP 1-2020 (LOTE 01) - CISTERNAS ELEVADAS - CMEI VICENTINA GUISSO";"02/07/2020";"07/07/2020";"05/08/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"41 / 2020";"41 / 2020";"CONSTRUTORA DINÂMICA LTDA - EPP";"13.345.161/0001-69";"25905.0200";"TP 1-2020 (LOTE 08) - CISTERNAS ELEVADAS - ESCOLA MUNICIPAL JOSÉ SILVÉRIO DE OLIVEIRA";"02/07/2020";"07/07/2020";"05/08/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"42 / 2020";"42 / 2020";"CONSTRUTORA DINÂMICA LTDA - EPP";"13.345.161/0001-69";"25848.4400";"TP 1-2020 (LOTE 10) - CISTERNAS ELEVADAS - ESCOLA MUNICIPAL SÃO FRANCISCO DE ASSIS";"02/07/2020";"07/07/2020";"05/08/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"44 / 2020";"44 / 2020";"CONSTRUTORA DINÂMICA LTDA - EPP";"13.345.161/0001-69";"27913.7200";"TP 1-2020 (LOTE 12) - CISTERNAS ELEVADAS - ESCOLA MUNICIPAL ZUMBI DOS PALMARES";"02/07/2020";"07/07/2020";"05/08/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"28 / 2020";"28 / 2020";"PPN CONSTRUCOES LTDA; PPN CONSTRUCOES LTDA; PPN CONSTRUCOES LTDA";"80.303.761/0001-51; 80.303.761/0001-51; 80.303.761/0001-51";"1554633.4200";"CP 21-2019 - REFORMA DO ECO PONTO MANAUS";"24/04/2020";"24/04/2020";"19/12/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"42 / 2019";"42 / 2019";"A.G.O ENGENHARIA DE OBRAS LTDA";"03.718.826/0001-89";"180233.2000";"CP 7-2019 (BARREIRO) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"25/09/2019";"25/09/2019";"18/09/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"44 / 2019";"44 / 2019";"RODAMOTRIZ COMÉRCIO DE PEÇAS LTDA";"82.374.646/0001-01";"162146.2500";"CP 7-2019 (ESPIGÃO AZUL-PLANALTINA) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"25/09/2019";"25/09/2019";"21/04/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"46 / 2019";"46 / 2019";"HELLMAN CONSTRUTORA DE OBRAS LTDA";"12.695.344/0001-41";"81696.5600";"CP 7-2019 (RIO BONITO) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"24/09/2019";"24/09/2019";"20/02/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"50 / 2019";"50 / 2019";"RODAMOTRIZ COMÉRCIO DE PEÇAS LTDA; RODAMOTRIZ COMÉRCIO DE PEÇAS LTDA";"82.374.646/0001-01; 82.374.646/0001-01";"173545.8800";"CP 7-2019 (CORAL-LINHA UBEL) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"30/09/2019";"30/09/2019";"27/03/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"53 / 2019";"53 / 2019";"PAULO ROBERTO KRAUSE OBRAS - ME; PAULO ROBERTO KRAUSE OBRAS - ME";"14.056.615/0001-44; 14.056.615/0001-44";"71755.9000";"CP 7-2019 (04 FRONTEIRAS) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"04/10/2019";"07/10/2019";"03/02/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"55 / 2019";"55 / 2019";"PAULO ROBERTO KRAUSE OBRAS - ME";"14.056.615/0001-44";"61877.2500";"CP 7-2019 (LINHA NOVA UNIÃO) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"04/10/2019";"07/10/2019";"03/02/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"82 / 2020";"82 / 2020";"M.L.P. GONÇALVES & CIA LTDA - EPP";"09.203.950/0001-98";"2649000.0000";"CP 15-2020 - REFORMA DA ESCOLA MUNICIPAL JUSCELINO KUBITSCHECK";"27/11/2020";"27/11/2020";"26/11/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"47 / 2020";"47 / 2020";"CONSTRUTORA VALENTINI BUZANELO LTDA";"35.915.322/0001-45";"23179.5400";"TP 1-2020 (LOTE 09) - CISTERNAS ELEVADAS - ESCOLA MUNICIPAL ROMILDA L WIEBBELING";"02/07/2020";"02/07/2020";"31/07/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"43 / 2020";"43 / 2020";"CONSTRUTORA DINÂMICA LTDA - EPP";"13.345.161/0001-69";"27981.3800";"TP 1-2020 (LOTE 11) - CISTERNAS ELEVADAS - ESCOLA MUNICIPAL TEREZA P. BERNARDINI";"02/07/2020";"07/07/2020";"05/08/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"56 / 2020";"56 / 2020";"PETROCON CONSTRUTORA DE OBRAS LTDA; PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10; 80.337.868/0001-10";"2346124.8300";"CP 11-2020 - PAVIMENTAÇÃO DE VIAS URBANAS - AVENIDA PIQUIRI";"07/08/2020";"07/08/2020";"03/01/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"76 / 2020";"76 / 2020";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"16764.3500";"TP 10-2020 (LOTE 09) - ILUMINAÇÃO PÚBLICA - READEQUAÇÃO DE REDE";"26/10/2020";"29/10/2020";"25/02/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"27 / 2020";"27 / 2020";"PROENERG ENGENHARIA LTDA; PROENERG ENGENHARIA LTDA";"02.586.175/0001-58; 02.586.175/0001-58";"1629896.8600";"CP 25-2019 (LOTE 04) - REURBANIZAÇÃO DA RUA ITÁLIA";"24/04/2020";"24/04/2020";"20/10/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"31 / 2020";"31 / 2020";"CONSTRUTORA DANILO BANDEIRA LTDA; CONSTRUTORA DANILO BANDEIRA LTDA";"10.684.046/0001-20; 10.684.046/0001-20";"3419428.8300";"CP 13-2019 - CONSTRUÇÃO DO COMPLEXO DE ATENÇÃO À SAÚDE PRIMÁRIA FLORESTA";"03/06/2020";"03/06/2020";"29/03/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"32 / 2020";"32 / 2020";"CS ENGENHARIA LTDA";"04.484.402/0001-60";"1516248.4800";"CP 5-2020 - PAVIMENTAÇÃO DE VIAS URBANAS - BAIRRO INTERLAGOS E BRASMADEIRA";"10/06/2020";"10/06/2020";"07/10/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"60 / 2020";"60 / 2020";"HELLMAN CONSTRUTORA DE OBRAS LTDA";"12.695.344/0001-41";"108856.7000";"TP 7-2020 (LOTE 03) - (ESTRADA CASTELO BRANCO) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"02/10/2020";"02/10/2020";"29/01/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"61 / 2020";"61 / 2020";"HELLMAN CONSTRUTORA DE OBRAS LTDA";"12.695.344/0001-41";"204540.0000";"TP 7-2020 (LOTE 04) - (ESTRADA LINHA REBELATTO) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"02/10/2020";"02/10/2020";"29/01/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"58 / 2020";"58 / 2020";"HELLMAN CONSTRUTORA DE OBRAS LTDA";"12.695.344/0001-41";"68089.0000";"TP 7-2020 (LOTE 01) - (ESTRADA LINHA ZANOTTO) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"02/10/2020";"02/10/2020";"30/12/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"62 / 2020";"62 / 2020";"PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10";"912070.1700";"CP 13-2020 (LOTE 01) - PAVIMENTAÇÃO DE VIAS URBANAS - DIVERSAS RUAS";"14/10/2020";"14/10/2020";"12/03/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"63 / 2020";"63 / 2020";"PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10";"1006335.3800";"CP 13-2020 (LOTE 02) - PAVIMENTAÇÃO DE VIAS URBANAS - DIVERSAS RUAS";"14/10/2020";"14/10/2020";"12/03/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"64 / 2020";"64 / 2020";"PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10";"998807.4700";"CP 13-2020 (LOTE 03) - PAVIMENTAÇÃO DE VIAS URBANAS - DIVERSAS RUAS";"14/10/2020";"14/10/2020";"12/03/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"65 / 2020";"65 / 2020";"PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10";"577264.0000";"CP 13-2020 (LOTE 04) - PAVIMENTAÇÃO DE VIAS URBANAS - DIVERSAS RUAS";"14/10/2020";"14/10/2020";"10/02/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"66 / 2020";"66 / 2020";"PETROCON CONSTRUTORA DE OBRAS LTDA; PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10; 80.337.868/0001-10";"2189248.9700";"CP 13-2020 (LOTE 05) - PAVIMENTAÇÃO DE VIAS URBANAS - DIVERSAS RUAS";"14/10/2020";"14/10/2020";"12/03/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"67 / 2020";"67 / 2020";"PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10";"1700196.0900";"CP 13-2020 (LOTE 06) - PAVIMENTAÇÃO DE VIAS URBANAS - DIVERSAS RUAS";"14/10/2020";"14/10/2020";"12/03/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"80 / 2020";"80 / 2020";"CONSTRUTORA IRMÃOS GODOY LTDA; CONSTRUTORA IRMÃOS GODOY LTDA";"14.969.322/0001-58; 14.969.322/0001-58";"2304997.4800";"CP 18-2020 - REFORMA DA ESCOLA MUNICIPAL NICANOR SILVEIRA SCHUMACHER";"16/11/2020";"16/11/2020";"10/11/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"69 / 2020";"69 / 2020";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"13740.3500";"TP 10-2020 (LOTE 02) - ILUMINAÇÃO PÚBLICA - READEQUAÇÃO DE REDE";"26/10/2020";"26/10/2020";"22/02/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"70 / 2020";"70 / 2020";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"22060.5700";"TP 10-2020 (LOTE 03) - ILUMINAÇÃO PÚBLICA - READEQUAÇÃO DE REDE";"26/10/2020";"29/10/2020";"25/02/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"71 / 2020";"71 / 2020";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"4572.0500";"TP 10-2020 (LOTE 04) - ILUMINAÇÃO PÚBLICA - READEQUAÇÃO DE REDE";"26/10/2020";"29/10/2020";"25/02/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"72 / 2020";"72 / 2020";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"24282.3300";"TP 10-2020 (LOTE 05) - ILUMINAÇÃO PÚBLICA - READEQUAÇÃO DE REDE";"26/10/2020";"29/10/2020";"25/02/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"59 / 2020";"59 / 2020";"HELLMAN CONSTRUTORA DE OBRAS LTDA";"12.695.344/0001-41";"116052.0000";"TP 7-2020 (LOTE 02) - (ESTRADA RIO DO OESTE) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"02/10/2020";"02/10/2020";"29/01/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"79 / 2020";"79 / 2020";"CONSTRUTORA M L CANTELLI LTDA";"14.704.124/0001-62";"192438.7383";"TP 12-2020 - MANUTENÇÃO DO CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL ARCO ÍRIS";"04/11/2020";"05/11/2020";"04/03/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"68 / 2020";"68 / 2020";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"6000.0000";"TP 10-2020 (LOTE 01) - ILUMINAÇÃO PÚBLICA - READEQUAÇÃO DE REDE";"26/10/2020";"29/10/2020";"25/02/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"73 / 2020";"73 / 2020";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"2736.0700";"TP 10-2020 (LOTE 06) - ILUMINAÇÃO PÚBLICA - READEQUAÇÃO DE REDE";"26/10/2020";"29/10/2020";"25/02/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"74 / 2020";"74 / 2020";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"49732.4500";"TP 10-2020 (LOTE 07) - ILUMINAÇÃO PÚBLICA - READEQUAÇÃO DE REDE";"26/10/2020";"29/10/2020";"25/02/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"77 / 2020";"77 / 2020";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"160555.0000";"TP 10-2020 (LOTE 10) - ILUMINAÇÃO PÚBLICA - READEQUAÇÃO DE REDE";"26/10/2020";"29/10/2020";"26/04/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"78 / 2020";"78 / 2020";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"20890.5900";"TP 10-2020 (LOTE 11) - ILUMINAÇÃO PÚBLICA - READEQUAÇÃO DE REDE";"26/10/2020";"29/10/2020";"25/02/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"83 / 2020";"83 / 2020";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"667300.0000";"TP 15-2020 - SISTEMA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA DO ATERRO SANITÁRIO";"30/11/2020";"02/12/2020";"30/05/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"81 / 2020";"81 / 2020";"M.L.P. GONÇALVES & CIA LTDA - EPP";"09.203.950/0001-98";"2040045.1700";"CP 17-2020 - REFORMA E MODERNIZAÇÃO DO CENTRO DE APERFEIÇOAMENTO DOS SERVIDORES PÚBLICOS DE CASCAVEL";"26/11/2020";"26/11/2020";"23/06/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"54 / 2020";"54 / 2020";"PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10";"4667447.5715";"CP 10-2020 - PAVIMENTAÇÃO DE VIAS URBANAS - AVENIDA BRASIL";"05/08/2020";"05/08/2020";"31/05/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"84 / 2020";"84 / 2020";"LM PROJETOS E EXECUÇÃO LTDA; LM PROJETOS E EXECUÇÃO LTDA";"01.289.860/0001-50; 01.289.860/0001-50";"2489470.4400";"CP 16-2020 - REFORMA DA ESCOLA MUNICIPAL MAXIMILIANO COLOMBO";"04/12/2020";"04/12/2020";"03/12/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"5 / 2021";"5 / 2021";"PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10";"2958182.3200";"CP 19-2020 - PAVIMENTAÇÃO DE VIAS RURAIS - ESTRADA VICINAL RIO DA PAZ";"11/02/2021";"11/02/2021";"08/09/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"7 / 2021";"7 / 2021";"PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10";"620398.9700";"TP 18-2020 - PAVIMENTAÇÃO DE VIAS URBANAS - BAIRRO CASCAVEL VELHO";"12/02/2021";"12/02/2021";"11/06/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"6 / 2021";"6 / 2021";"CONSTRUTORA INFRATECO LTDA EPP; CONSTRUTORA INFRATECO LTDA EPP; CONSTRUTORA INFRATECO LTDA EPP";"04.985.141/0001-61; 04.985.141/0001-61; 04.985.141/0001-61";"2336624.7000";"TP 8-2020 - REVITALIZAÇÃO DA PRAÇA WILSON JOFFRE";"12/02/2021";"12/02/2021";"09/10/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"85 / 2020";"85 / 2020";"COBREBEM CONSTRUTORA DE OBRAS LTDA";"04.537.626/0001-92";"213452.5500";"TP 17-2020 - CONSTRUÇÃO DE PONTE EM VIGAS DE CONCRETO PRÉ-MOLDADAS";"30/12/2020";"30/12/2020";"28/04/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"8 / 2021";"8 / 2021";"CONSTRUTORA DE OBRAS LUNICA LTDA";"15.566.795/0001-77";"576582.7200";"TP 20-2020 - EXECUÇÃO DE QUADRA ESPORTIVA DE GRAMA SINTÉTICA NO ECOPARK 2";"22/02/2021";"22/02/2021";"21/06/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"20 / 2019";"20 / 2019";"CONSTRUTORA DANILO BANDEIRA LTDA; CONSTRUTORA DANILO BANDEIRA LTDA; CONSTRUTORA DANILO BANDEIRA LTDA";"10.684.046/0001-20; 10.684.046/0001-20; 10.684.046/0001-20";"6935701.6300";"CP 3-2019 - ESCOLA MUNICIPAL DA TRANSPARÊNCIA";"23/07/2019";"23/07/2019";"16/07/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"10 / 2021";"10 / 2021";"ABEL SGARIONI ENGENHARIA E CONSTRUÇÃO CIVIL LTDA";"07.993.729/0001-55";"1300000.0000";"TP 19-2020 - CONSTRUÇÃO DE MUROS, ACESSIBILIDADE E MANUTENÇÃO DA ESCOLA MUN. DULCE P. P. TAVARES";"02/03/2021";"02/03/2021";"29/07/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"11 / 2021";"11 / 2021";"BC CONSTRUTORA LTDA";"11.478.001/0001-62";"400650.5200";"TP 21-2020 - CONSTRUÇÃO DE TRÊS SANITÁRIOS ADAPTADOS - PARQUE LINEAR DO CÓRREGO BEZERRA";"17/03/2021";"17/03/2021";"13/08/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"20 / 2021";"20 / 2021";"BC CONSTRUTORA LTDA; BC CONSTRUTORA LTDA";"11.478.001/0001-62; 11.478.001/0001-62";"2001442.3100";"TP 5-2021 - CONSTRUÇÃO DA UNIDADE DE SAÚDE DA FAMÍLIA CATARATAS";"19/10/2021";"19/10/2021";"15/07/2022";"99.93";"Concluída"
"MUNICÍPIO DE CASCAVEL";"15 / 2021";"15 / 2021";"SERVICONS CONSTRUÇÕES ESPECIALIZADAS - EIRELI; SERVICONS CONSTRUÇÕES ESPECIALIZADAS - EIRELI";"20.419.543/0001-55; 20.419.543/0001-55";"2492226.0700";"TP 4-2021 - ESTRUTURA DE COBERTURA ESCOLA MUNICIPAL EDISON PIETROBELLI E CMEI ESPAÇO E VIDA";"15/06/2021";"15/06/2021";"11/11/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"16 / 2021";"16 / 2021";"MILANO JUNIOR CONSTRUTORA LTDA";"04.698.472/0001-10";"799876.9600";"TP 3-2021 - REFORMA CMEI VALÉLIO BARATTER";"15/06/2021";"15/06/2021";"11/11/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"2 / 2021";"2 / 2021";"CPD CONSTRUCOES LTDA; CPD CONSTRUCOES LTDA; CPD CONSTRUCOES LTDA";"09.245.810/0001-82; 09.245.810/0001-82; 09.245.810/0001-82";"2641051.8100";"TP 38-2019 - UNIDADE DE SAÚDE DA FAMÍLIA TARUMÃ";"19/01/2021";"19/01/2021";"14/11/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"9 / 2021";"9 / 2021";"PLANO ENGENHARIA LTDA - EPP";"21.602.725/0001-20";"1517754.4300";"TP 13-2020 - CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL DE RIO DO SALTO";"23/02/2021";"23/02/2021";"19/12/2021";"100";"Concluída"
